Horario,Umidade,Pressao,Temperatura
06/04/1972-1200,97,888.2,18.3
06/04/1972-1800,65,885.8,21.6
07/04/1972-0000,96,887.6,18.2
07/04/1972-1200,94,889.4,18.7
07/04/1972-1800,79,886.6,21.8
08/04/1972-0000,95,888.3,18.4
08/04/1972-1200,91,889.1,19.2
08/04/1972-1800,69,886.3,22.8
09/04/1972-0000,97,888,17.8
09/04/1972-1200,92,888,18.4
09/04/1972-1800,60,884.3,25.3
10/04/1972-0000,86,886,19.5
10/04/1972-1200,79,886.4,21.2
10/04/1972-1800,72,882.7,22.8
11/04/1972-0000,100,885.8,17.6
11/04/1972-1200,80,885.8,21.8
11/04/1972-1800,73,883.5,22.6
12/04/1972-0000,93,885.1,18.1
12/04/1972-1200,90,886.3,19.9
12/04/1972-1800,75,883.5,23.8
13/04/1972-0000,93,884.8,19
13/04/1972-1200,85,886.2,20.6
13/04/1972-1800,63,883.1,24.5
14/04/1972-0000,94,885.8,18.8
14/04/1972-1200,89,887.2,19.8
14/04/1972-1800,62,884.7,24.6
15/04/1972-0000,89,886.4,19.8
15/04/1972-1200,81,887.2,22.2
15/04/1972-1800,80,883.5,22.2
16/04/1972-0000,89,884.6,20
16/04/1972-1200,87,886.6,19.8
16/04/1972-1800,58,884.6,25.7
17/04/1972-0000,85,885.6,19.7
17/04/1972-1200,80,886.2,18
17/04/1972-1800,53,884,25.1
18/04/1972-0000,76,885.5,19
18/04/1972-1200,68,886.6,19
18/04/1972-1800,42,884.7,26
19/04/1972-0000,70,886.4,19
19/04/1972-1200,78,887.6,18.8
19/04/1972-1800,45,885.4,25.6
20/04/1972-0000,69,887.2,18.8
20/04/1972-1200,67,887.2,18
20/04/1972-1800,46,885.2,22.7
21/04/1972-0000,71,886.7,16.8
21/04/1972-1200,69,888.7,16.4
21/04/1972-1800,41,886.4,22.5
22/04/1972-0000,73,887.6,16.5
22/04/1972-1200,68,888.2,17.5
22/04/1972-1800,44,886.2,22.2
23/04/1972-0000,67,887.5,17
23/04/1972-1200,71,887.9,17.2
23/04/1972-1800,49,886.2,24.2
24/04/1972-0000,71,887.2,19.2
24/04/1972-1200,68,888.4,18.3
24/04/1972-1800,48,885.1,23.4
25/04/1972-0000,77,886.6,18.3
25/04/1972-1200,69,887.1,20
25/04/1972-1800,39,884.6,25.2
26/04/1972-0000,61,886.2,18.8
26/04/1972-1200,67,887.4,20.6
26/04/1972-1800,48,884.7,26
27/04/1972-0000,72,886.2,19.8
27/04/1972-1200,61,887.8,22.8
27/04/1972-1800,46,885.1,25.9
28/04/1972-0000,62,886.4,21.6
28/04/1972-1200,86,887.6,18.4
28/04/1972-1800,47,884.7,26.4
29/04/1972-0000,68,885.5,20.6
29/04/1972-1200,84,887.9,19.4
29/04/1972-1800,43,885.4,26.8
30/04/1972-0000,71,887.1,21
30/04/1972-1200,80,887.9,20
30/04/1972-1800,49,886.3,26
01/05/1972-0000,83,887.5,19.5
01/05/1972-1200,72,888.6,20
01/05/1972-1800,50,886.3,24.4
02/05/1972-0000,75,887.4,19.4
02/05/1972-1200,71,888.4,19
02/05/1972-1800,53,886.7,24.6
03/05/1972-0000,76,887.2,19
03/05/1972-1200,72,886.8,19.4
03/05/1972-1800,41,885.8,26.3
04/05/1972-0000,62,887.5,20
04/05/1972-1200,69,889.6,19.6
04/05/1972-1800,41,887.1,25.3
05/05/1972-0000,68,887.5,19
05/05/1972-1200,63,888,18.8
05/05/1972-1800,39,885.5,24.6
06/05/1972-0000,58,887,19.6
06/05/1972-1200,57,887.9,18.4
06/05/1972-1800,43,885.4,24.6
07/05/1972-0000,66,887,18
07/05/1972-1200,64,888.8,19.8
07/05/1972-1800,38,885.4,25.8
08/05/1972-0000,65,886.7,19.3
08/05/1972-1200,69,887.4,18.6
08/05/1972-1800,39,884.3,26.8
09/05/1972-0000,67,886.2,19.9
09/05/1972-1200,70,888,19.3
09/05/1972-1800,48,885.9,26
10/05/1972-0000,74,887.6,20.2
10/05/1972-1200,74,888.4,19.2
10/05/1972-1800,42,886.3,24.3
11/05/1972-0000,75,888.2,18.5
11/05/1972-1200,70,888.8,19.6
11/05/1972-1800,45,887.8,25.4
12/05/1972-0000,69,889,19.6
12/05/1972-1200,79,890,19.5
12/05/1972-1800,45,886.3,26.8
13/05/1972-0000,72,887.6,20.2
13/05/1972-1200,70,889.8,19.8
13/05/1972-1800,45,887,24.8
14/05/1972-0000,69,888.2,19
14/05/1972-1200,69,890.3,20.6
14/05/1972-1800,44,887.6,25.6
15/05/1972-0000,69,888.3,19
15/05/1972-1200,67,888.8,19.2
15/05/1972-1800,47,886.7,24.5
16/05/1972-0000,69,887.8,18.8
16/05/1972-1200,59,888.6,21
16/05/1972-1800,46,885.8,24.7
17/05/1972-0000,77,886.7,19.2
17/05/1972-1200,67,887.5,20.3
17/05/1972-1800,48,885,25
18/05/1972-0000,78,886.2,18.8
18/05/1972-1200,75,886.8,19.4
18/05/1972-1800,51,885,23.7
19/05/1972-0000,69,886.2,19
19/05/1972-1200,71,887.9,20.5
19/05/1972-1800,38,885.6,26.4
20/05/1972-0000,56,887.1,19
20/05/1972-1200,59,888.2,19.2
20/05/1972-1800,31,885.9,25.4
21/05/1972-0000,54,888,18.8
21/05/1972-1200,63,889.5,18.4
21/05/1972-1800,42,886,25
22/05/1972-0000,69,887.5,18.8
22/05/1972-1200,62,888.2,19.5
22/05/1972-1800,41,885,28.2
23/05/1972-0000,70,885.8,19.6
23/05/1972-1200,78,887.8,19.6
23/05/1972-1800,52,884.3,26.6
24/05/1972-0000,82,885.9,20.4
24/05/1972-1200,72,886.6,22.2
24/05/1972-1800,50,882.4,26.6
25/05/1972-0000,93,884.3,17.7
25/05/1972-1200,87,885.4,20
25/05/1972-1800,65,883.2,24.5
26/05/1972-0000,89,885.5,18.7
26/05/1972-1200,94,887.8,18
26/05/1972-1800,65,885.8,22.6
27/05/1972-0000,81,886.8,19.2
27/05/1972-1200,79,887.6,19.8
27/05/1972-1800,43,885.1,26.4
28/05/1972-0000,71,886.4,18.6
28/05/1972-1200,73,887.9,19
28/05/1972-1800,50,885.8,25.2
29/05/1972-0000,72,887.2,19.5
29/05/1972-1200,71,889,18.6
29/05/1972-1800,45,887.1,25
30/05/1972-0000,78,888.4,17.8
30/05/1972-1200,69,890.2,16.8
30/05/1972-1800,45,887.9,22.9
31/05/1972-0000,69,889,16.3
31/05/1972-1200,67,890,16.4
31/05/1972-1800,47,887.4,23.8
01/06/1972-0000,77,888.2,17.6
01/06/1972-1200,69,889.6,17
01/06/1972-1800,50,886.8,23.8
02/06/1972-0000,77,887.2,17.2
02/06/1972-1200,73,888.4,17.7
02/06/1972-1800,49,886.2,25.1
03/06/1972-0000,71,887.5,19.2
03/06/1972-1200,70,889.4,19.5
03/06/1972-1800,37,886.7,26.5
04/06/1972-0000,68,887.9,18.9
04/06/1972-1200,70,889.2,19.5
04/06/1972-1800,41,885.1,27
05/06/1972-0000,71,888.8,19.6
05/06/1972-1200,68,889.4,20.4
05/06/1972-1800,47,885.9,27.5
06/06/1972-0000,73,887.6,20.7
06/06/1972-1200,74,888,20.3
06/06/1972-1800,43,885.1,25.9
07/06/1972-0000,65,887,19.7
07/06/1972-1200,64,888.4,19.6
07/06/1972-1800,37,885.9,26.3
08/06/1972-0000,64,887.4,19.1
08/06/1972-1200,68,888.6,18.6
08/06/1972-1800,44,886.4,26
09/06/1972-0000,67,887.8,19
09/06/1972-1200,68,888.7,19.1
09/06/1972-1800,39,886.4,26
10/06/1972-0000,65,887.9,19.3
10/06/1972-1200,68,888.4,18.6
10/06/1972-1800,38,885.6,26
11/06/1972-0000,56,887.4,19.4
11/06/1972-1200,68,889.6,18.4
11/06/1972-1800,34,886.7,26.1
12/06/1972-0000,57,889.1,19.3
12/06/1972-1200,60,889.6,19
12/06/1972-1800,36,887.1,25.2
13/06/1972-0000,57,888,19.4
13/06/1972-1200,67,889.1,19.2
13/06/1972-1800,44,887.1,25.5
14/06/1972-0000,68,888,19.8
14/06/1972-1200,64,889.8,19.7
14/06/1972-1800,41,887.6,25.4
15/06/1972-0000,66,888.4,18.7
15/06/1972-1200,62,890.7,18.8
15/06/1972-1800,39,888.6,25.2
16/06/1972-0000,64,888.8,18
16/06/1972-1200,70,890.6,17.2
16/06/1972-1800,38,887.9,23.8
17/06/1972-0000,67,889.4,17
17/06/1972-1200,55,890.7,19.2
17/06/1972-1800,39,887.6,24.9
18/06/1972-0000,65,889,17.7
18/06/1972-1200,69,889.9,18
18/06/1972-1800,40,886.8,25
19/06/1972-0000,66,888.6,17.2
19/06/1972-1200,75,888.6,17.6
19/06/1972-1800,48,885.5,24.2
20/06/1972-0000,62,887,16.9
20/06/1972-1200,63,888.3,15.8
20/06/1972-1800,32,885,25
21/06/1972-0000,50,886.7,16.8
21/06/1972-1200,60,888.4,16.4
21/06/1972-1800,25,886.6,25
22/06/1972-0000,46,888.8,16.6
22/06/1972-1200,50,890.8,17
22/06/1972-1800,40,888.7,24.8
23/06/1972-0000,54,890.3,18.4
23/06/1972-1200,62,891.6,19.1
23/06/1972-1800,34,889.5,25.6
24/06/1972-0000,65,890.6,18.8
24/06/1972-1200,56,889.2,19.4
24/06/1972-1800,31,886.2,26
25/06/1972-0000,46,888.7,19.6
25/06/1972-1200,41,890,20.2
25/06/1972-1800,35,886.7,26.7
26/06/1972-0000,61,888.3,19.8
26/06/1972-1200,62,890.7,19.2
26/06/1972-1800,36,888.3,26.2
27/06/1972-0000,62,890.4,18.1
27/06/1972-1200,65,892.3,19.1
27/06/1972-1800,44,888.8,25.7
28/06/1972-0000,69,890.3,19.2
28/06/1972-1200,68,891.8,20
28/06/1972-1800,43,889.5,25.2
29/06/1972-0000,71,890.6,20
29/06/1972-1200,72,891.5,18
29/06/1972-1800,37,889.2,24.5
30/06/1972-0000,68,890.2,17.4
30/06/1972-1200,72,891.1,16.9
30/06/1972-1800,32,889,24.7
01/07/1972-0000,55,889.9,18.4
01/07/1972-1200,70,890.8,17.4
01/07/1972-1800,37,887.8,25
02/07/1972-0000,63,889.5,17.8
02/07/1972-1200,80,890.7,16.9
02/07/1972-1800,41,888.3,23.8
03/07/1972-0000,57,889.2,17.8
03/07/1972-1200,86,890.4,15.8
03/07/1972-1800,43,887.5,23.4
04/07/1972-0000,57,888,17.8
04/07/1972-1200,65,889.4,17.4
04/07/1972-1800,39,885.6,24.9
05/07/1972-0000,52,886.6,18.5
05/07/1972-1200,56,887.4,19.4
05/07/1972-1800,38,885,25.3
06/07/1972-0000,69,886.6,18.8
06/07/1972-1200,51,888.2,19.4
06/07/1972-1800,36,885.4,25.6
07/07/1972-0000,58,886.6,19.2
07/07/1972-1200,47,888,20
07/07/1972-1800,30,883.9,27.6
08/07/1972-0000,61,885.5,18.8
08/07/1972-1200,81,888.3,16.5
08/07/1972-1800,60,884.7,22.3
09/07/1972-0000,86,886.4,16.8
09/07/1972-1200,93,888,13.1
09/07/1972-1800,52,885.4,24.8
10/07/1972-0000,70,887.8,19.3
10/07/1972-1200,65,889.1,19.3
10/07/1972-1800,46,886.7,26
11/07/1972-0000,67,889.1,19
11/07/1972-1200,62,889.9,17.4
11/07/1972-1800,46,886.7,26
12/07/1972-0000,64,886.8,21.2
12/07/1972-1200,58,886.8,22.8
12/07/1972-1800,43,883.8,26.8
13/07/1972-0000,70,885.5,19.6
13/07/1972-1200,72,889,21
13/07/1972-1800,85,887.5,17.7
14/07/1972-0000,90,888.2,16.4
14/07/1972-1200,90,889.4,16.6
14/07/1972-1800,49,887.1,25.3
15/07/1972-0000,88,889.5,17.7
15/07/1972-1200,81,892.4,18
15/07/1972-1800,55,890.2,24.7
16/07/1972-0000,77,891.1,18.8
16/07/1972-1200,83,892.2,17.6
16/07/1972-1800,48,889.6,24.8
17/07/1972-0000,73,890.2,19
17/07/1972-1200,81,891.2,18.1
17/07/1972-1800,42,889.2,24.4
18/07/1972-0000,67,890,18.5
18/07/1972-1200,79,891.4,16.6
18/07/1972-1800,39,889,23.8
19/07/1972-0000,55,889.6,17.6
19/07/1972-1200,67,889.8,17.9
19/07/1972-1800,43,887.4,23.6
20/07/1972-0000,66,888.8,18.6
20/07/1972-1200,72,890,17.2
20/07/1972-1800,46,887.1,24.2
21/07/1972-0000,59,889,19.6
21/07/1972-1200,59,889.5,18.1
21/07/1972-1800,38,887.4,24.4
22/07/1972-0000,60,889,18.4
22/07/1972-1200,49,890.3,20.4
22/07/1972-1800,35,887.5,25
23/07/1972-0000,49,888.3,21.3
23/07/1972-1200,46,888.2,21.3
23/07/1972-1800,28,885.5,25.8
24/07/1972-0000,47,887.1,19.6
24/07/1972-1200,58,889.1,19.8
24/07/1972-1800,32,885.9,25.9
25/07/1972-0000,53,886.6,19.8
25/07/1972-1200,59,888.6,19.5
25/07/1972-1800,31,885.6,26.8
26/07/1972-0000,51,887.1,20.6
26/07/1972-1200,49,888.2,21.2
26/07/1972-1800,32,885.9,25.5
27/07/1972-0000,45,887.2,21.4
27/07/1972-1200,58,888,20
27/07/1972-1800,26,885.5,26.9
28/07/1972-0000,49,887.1,20.6
28/07/1972-1200,57,888.7,19.7
28/07/1972-1800,30,886.2,27
29/07/1972-0000,51,887.6,19.9
29/07/1972-1200,48,889.1,19.6
29/07/1972-1800,30,886.8,27
30/07/1972-0000,47,888.3,21.6
30/07/1972-1200,47,890.4,20.2
30/07/1972-1800,32,888.7,26.7
31/07/1972-0000,44,889.8,21.2
31/07/1972-1200,50,892.2,16.6
31/07/1972-1800,70,889.9,16.3
01/08/1972-0000,77,891.4,14.4
01/08/1972-1200,63,891,16.4
01/08/1972-1800,35,888,24.8
02/08/1972-0000,58,888.6,18.7
02/08/1972-1200,59,889.5,18.8
02/08/1972-1800,35,886.3,26
03/08/1972-0000,56,887.4,20
03/08/1972-1200,63,888.8,19.6
03/08/1972-1800,40,886.2,25.3
04/08/1972-0000,57,887.5,21.5
04/08/1972-1200,51,889.5,22.4
04/08/1972-1800,36,887.4,27.2
05/08/1972-0000,49,889,22.6
05/08/1972-1200,89,891,19.4
05/08/1972-1800,36,888.4,26.8
06/08/1972-0000,55,890.2,21.4
06/08/1972-1200,56,891.6,20.6
06/08/1972-1800,27,887.9,27.8
07/08/1972-0000,45,889,22
07/08/1972-1200,63,889.6,20
07/08/1972-1800,37,886.4,25.8
08/08/1972-0000,53,887.8,21.3
08/08/1972-1200,60,889.2,20.8
08/08/1972-1800,33,886.3,27.8
09/08/1972-0000,50,888.3,21.9
09/08/1972-1200,47,889.8,22.6
09/08/1972-1800,24,886.3,28.2
10/08/1972-0000,40,887.2,21.4
10/08/1972-1200,43,889.2,22.5
10/08/1972-1800,25,886,27.9
11/08/1972-0000,36,886.8,22.6
11/08/1972-1200,50,889,20.8
11/08/1972-1800,26,885.9,27.3
12/08/1972-0000,42,886.8,20.9
12/08/1972-1200,38,888,22.1
12/08/1972-1800,24,885.5,28
13/08/1972-0000,46,886.3,21
13/08/1972-1200,71,887.1,17.4
13/08/1972-1800,38,885.1,24.6
14/08/1972-0000,64,886,19.4
14/08/1972-1200,53,887.2,18.7
14/08/1972-1800,24,884.8,27.1
15/08/1972-0000,42,886.2,18.7
15/08/1972-1200,33,887.6,20.2
15/08/1972-1800,23,884.7,28.8
16/08/1972-0000,33,886.3,22.1
16/08/1972-1200,46,888.2,18.8
16/08/1972-1800,18,885.6,27.9
17/08/1972-0000,41,887.2,20.7
17/08/1972-1200,44,889,18.9
17/08/1972-1800,21,886,27.2
18/08/1972-0000,40,887.4,20.9
18/08/1972-1200,48,889.4,17.7
18/08/1972-1800,22,886.2,25.2
19/08/1972-0000,30,888,20.4
19/08/1972-1200,46,889.9,18.6
19/08/1972-1800,22,886.8,26.2
20/08/1972-0000,41,888.3,19
20/08/1972-1200,43,889.6,20.6
20/08/1972-1800,29,885.8,27.4
21/08/1972-0000,42,887.6,21
21/08/1972-1200,46,888.7,21
21/08/1972-1800,27,885.2,29.2
22/08/1972-0000,39,886.7,22.1
22/08/1972-1200,45,887.8,22.4
22/08/1972-1800,31,884,27.4
23/08/1972-0000,49,885.5,22.4
23/08/1972-1200,42,885.6,24.8
23/08/1972-1800,24,882.4,31.4
24/08/1972-0000,43,884.3,24.2
24/08/1972-1200,65,886.8,18.7
24/08/1972-1800,33,884.4,28
25/08/1972-0000,49,885.8,22.6
25/08/1972-1200,58,889,19.6
25/08/1972-1800,32,884.8,27.8
26/08/1972-0000,46,886.3,21
26/08/1972-1200,50,887.6,20.8
26/08/1972-1800,30,883.8,28.2
27/08/1972-0000,46,884.8,21.6
27/08/1972-1200,43,886.6,23.6
27/08/1972-1800,16,882.6,29.7
28/08/1972-0000,41,884,22
28/08/1972-1200,31,885.2,25
28/08/1972-1800,20,882,30.5
29/08/1972-0000,36,883.9,23.1
29/08/1972-1200,62,885.6,20.7
29/08/1972-1800,20,882.4,31
30/08/1972-0000,37,884.3,23.3
30/08/1972-1200,71,886.6,18.8
30/08/1972-1800,37,883.6,26.5
31/08/1972-0000,52,884.2,20.7
31/08/1972-1200,68,885.9,14.4
31/08/1972-1800,33,882.7,27.8
01/09/1972-0000,46,884.4,20
01/09/1972-1200,40,887.4,15.4
01/09/1972-1800,31,885,24.2
02/09/1972-0000,47,887.6,18.8
02/09/1972-1200,83,889.8,14.8
02/09/1972-1800,81,887.6,17.4
03/09/1972-0000,90,890,16.4
03/09/1972-1200,79,891.6,18.2
03/09/1972-1800,43,888.6,26.8
04/09/1972-0000,60,889.9,22.1
04/09/1972-1200,72,890.6,19.4
04/09/1972-1800,40,886.8,27.2
05/09/1972-0000,52,887.8,23.2
05/09/1972-1200,62,890.3,21
05/09/1972-1800,35,886,27.8
06/09/1972-0000,74,887.2,19.8
06/09/1972-1200,63,889.6,21.8
06/09/1972-1800,36,886,28.5
07/09/1972-0000,51,887.6,22.6
07/09/1972-1200,51,890.3,21.9
07/09/1972-1800,30,887.4,28.5
08/09/1972-0000,44,888.3,22.8
08/09/1972-1200,50,890.6,20.4
08/09/1972-1800,31,886.8,25.2
09/09/1972-0000,47,887.8,20.5
09/09/1972-1200,47,887.9,19.6
09/09/1972-1800,28,885.6,27.2
10/09/1972-0000,43,886.3,22.8
10/09/1972-1200,43,885.8,23.4
10/09/1972-1800,39,883.4,27.3
11/09/1972-0000,66,884.8,23
11/09/1972-1200,46,885.6,24.8
11/09/1972-1800,31,883.1,28.9
12/09/1972-0000,87,887.8,16
12/09/1972-1200,92,888,16.4
12/09/1972-1800,39,885.5,27.3
13/09/1972-0000,76,886.4,20.3
13/09/1972-1200,48,888.4,23.2
13/09/1972-1800,31,885.1,28.8
14/09/1972-0000,48,885.8,24.5
14/09/1972-1200,72,887.8,19.8
14/09/1972-1800,52,885.2,26.2
15/09/1972-0000,73,885.8,21.8
15/09/1972-1200,72,888.2,19.8
15/09/1972-1800,42,884.6,27
16/09/1972-0000,57,885.6,22
16/09/1972-1200,59,888,19.8
16/09/1972-1800,32,883.9,27
17/09/1972-0000,45,886.3,22
17/09/1972-1200,62,890.2,20.8
17/09/1972-1800,19,886.7,29.4
18/09/1972-0000,44,888.2,23.2
18/09/1972-1200,52,890.6,21.8
18/09/1972-1800,28,887.6,28
19/09/1972-0000,44,888.3,23.2
19/09/1972-1200,51,890.3,20.6
19/09/1972-1800,27,886,28.2
20/09/1972-0000,39,887.9,22.9
20/09/1972-1200,50,889.4,20.3
20/09/1972-1800,29,886.2,28.3
21/09/1972-0000,41,888,22.7
21/09/1972-1200,43,889.5,20.8
21/09/1972-1800,28,886.7,27.6
22/09/1972-0000,40,889.1,21.8
22/09/1972-1200,46,891.2,20.6
22/09/1972-1800,23,887.9,27.5
23/09/1972-0000,42,889.9,21.5
23/09/1972-1200,56,891.4,19.3
23/09/1972-1800,29,887.4,28.2
24/09/1972-0000,44,888.6,23.1
24/09/1972-1200,72,887.8,19.8
24/09/1972-1800,52,885.2,26.2
25/09/1972-0000,46,887.4,23.8
25/09/1972-1200,56,888.6,21.4
25/09/1972-1800,39,885,27.7
26/09/1972-0000,54,886.3,22.3
26/09/1972-1200,47,887.8,23.1
26/09/1972-1800,33,884.2,28.2
27/09/1972-0000,46,885.4,24.8
27/09/1972-1200,39,885.8,26
27/09/1972-1800,27,883,32.4
28/09/1972-0000,48,884.7,24.3
28/09/1972-1200,72,887.2,20.5
28/09/1972-1800,57,885.1,23.4
29/09/1972-0000,82,886,20.6
29/09/1972-1200,88,887.5,17.4
29/09/1972-1800,57,884.3,26
30/09/1972-0000,63,884.4,23
30/09/1972-1200,72,885.5,21.5
30/09/1972-1800,54,880.4,25.6
01/10/1972-0000,94,883.8,17
01/10/1972-1200,72,884.7,21.7
01/10/1972-1800,45,881,28.2
02/10/1972-0000,90,884.8,19.5
02/10/1972-1200,85,885.9,20.8
02/10/1972-1800,92,883.6,18.6
03/10/1972-0000,90,884.4,18.8
03/10/1972-1200,72,884.6,22.4
03/10/1972-1800,47,881.1,28.2
04/10/1972-0000,66,883.9,23
04/10/1972-1200,69,886.3,23.6
04/10/1972-1800,47,882,28.8
05/10/1972-0000,74,885.6,22.7
05/10/1972-1200,94,888.4,18.2
05/10/1972-1800,54,884.7,26.8
06/10/1972-0000,94,886.7,20
06/10/1972-1200,82,888.2,20.9
06/10/1972-1800,53,884,26.4
07/10/1972-0000,91,887.2,18.1
07/10/1972-1200,95,889,18.5
07/10/1972-1800,78,886.3,21.2
08/10/1972-0000,86,886.7,19.6
08/10/1972-1200,72,887.9,23
08/10/1972-1800,42,884.7,29
09/10/1972-0000,80,886.4,21
09/10/1972-1200,72,886.4,22.4
09/10/1972-1800,82,884.2,20.8
10/10/1972-0000,82,884.7,21.4
10/10/1972-1200,81,885.5,21.2
10/10/1972-1800,52,881.6,27
11/10/1972-0000,84,883.4,20
11/10/1972-1200,90,885.4,19.9
11/10/1972-1800,95,883.5,17.9
12/10/1972-0000,94,885.4,15.7
12/10/1972-1200,82,885.8,19
12/10/1972-1800,51,883.5,26.8
13/10/1972-0000,78,884.4,20.5
13/10/1972-1200,72,886.3,22.3
13/10/1972-1800,64,884.2,25.8
14/10/1972-0000,81,886.6,20.4
14/10/1972-1200,72,887.1,23.6
14/10/1972-1800,52,886.2,28.5
15/10/1972-0000,79,887,22.3
15/10/1972-1200,96,889.8,17.2
15/10/1972-1800,86,888,18.4
16/10/1972-0000,94,887,17
16/10/1972-1200,76,889,21
16/10/1972-1800,58,886.7,24.4
17/10/1972-0000,81,887.5,21
17/10/1972-1200,64,889.1,22.8
17/10/1972-1800,93,887.5,18.8
18/10/1972-0000,84,888.4,19
18/10/1972-1200,56,890.3,23.4
18/10/1972-1800,53,888.2,26.4
19/10/1972-0000,75,889.1,21.2
19/10/1972-1200,78,890.3,19.7
19/10/1972-1800,45,886.7,27
20/10/1972-0000,68,887.5,21
20/10/1972-1200,67,888.7,22
20/10/1972-1800,39,885.8,27.6
21/10/1972-0000,70,887.4,21
21/10/1972-1200,56,888.8,22.6
21/10/1972-1800,38,885.5,27.3
22/10/1972-0000,51,887.2,22.6
22/10/1972-1200,54,889,23
22/10/1972-1800,32,886.6,28.6
23/10/1972-0000,50,887.6,22.7
23/10/1972-1200,53,889.4,24
23/10/1972-1800,32,886.8,29.4
24/10/1972-0000,50,887.6,23.4
24/10/1972-1200,46,888.2,25.4
24/10/1972-1800,32,884.8,28.7
25/10/1972-0000,47,885.8,25.3
25/10/1972-1200,43,886.4,27.2
25/10/1972-1800,30,882.8,30.6
26/10/1972-0000,63,883.5,24
26/10/1972-1200,50,885.4,27.2
26/10/1972-1800,35,882.3,29.9
27/10/1972-0000,51,884,25
27/10/1972-1200,51,886.6,27.2
27/10/1972-1800,49,883.6,26.3
28/10/1972-0000,65,885,22.9
28/10/1972-1200,52,885.9,26.6
28/10/1972-1800,29,882,32
29/10/1972-0000,89,884.6,19.6
29/10/1972-1200,75,884.7,22.8
29/10/1972-1800,43,881.8,28.8
30/10/1972-0000,66,883,23.3
30/10/1972-1200,69,885.1,23.5
30/10/1972-1800,38,880.8,29.2
31/10/1972-0000,74,884,21
31/10/1972-1200,70,884.7,22.7
31/10/1972-1800,69,882.4,22
01/11/1972-0000,94,884.3,19.5
01/11/1972-1200,91,885.2,20
01/11/1972-1800,60,882.6,25.8
02/11/1972-0000,91,884.4,19.9
02/11/1972-1200,81,886,21.8
02/11/1972-1800,95,883.8,19.3
03/11/1972-0000,87,885.2,19.8
03/11/1972-1200,81,886,21.6
03/11/1972-1800,85,883.6,21.4
04/11/1972-0000,82,885.1,21
04/11/1972-1200,87,886.3,20.2
04/11/1972-1800,69,884,24
05/11/1972-0000,96,887.8,17
05/11/1972-1200,90,886.8,19
05/11/1972-1800,58,883.6,25.6
06/11/1972-0000,79,885.2,20.5
06/11/1972-1200,71,886,23.6
06/11/1972-1800,54,883.4,27
07/11/1972-0000,79,885.1,21.6
07/11/1972-1200,70,886.6,23.8
07/11/1972-1800,66,882.8,24.6
08/11/1972-0000,74,883.8,22.6
08/11/1972-1200,78,886.3,22.5
08/11/1972-1800,44,881.4,28.4
09/11/1972-0000,71,884.2,21.2
09/11/1972-1200,63,885.4,24.6
09/11/1972-1800,65,882.3,24.6
10/11/1972-0000,90,885.4,18.8
10/11/1972-1200,81,885,21.9
10/11/1972-1800,83,882,22.2
11/11/1972-0000,86,884,22.8
11/11/1972-1200,78,885.8,24
11/11/1972-1800,73,881.4,23.2
12/11/1972-0000,95,883.4,20.6
12/11/1972-1200,90,885.1,20.9
12/11/1972-1800,67,881.4,24.6
13/11/1972-0000,95,883,19.5
13/11/1972-1200,86,883.5,21.2
13/11/1972-1800,97,881.8,19.3
14/11/1972-0000,92,883,18.7
14/11/1972-1200,81,884.8,21.8
14/11/1972-1800,93,882.2,19.8
15/11/1972-0000,90,883.5,19.8
15/11/1972-1200,78,884.4,23.2
15/11/1972-1800,68,881,25
16/11/1972-0000,88,883.6,20.6
16/11/1972-1200,82,884.2,21.8
16/11/1972-1800,48,880.7,28.5
17/11/1972-0000,92,884,19.4
17/11/1972-1200,94,885,20.7
17/11/1972-1800,55,881.1,27.4
18/11/1972-0000,98,884.7,18.8
18/11/1972-1200,75,884.8,23.7
18/11/1972-1800,76,881.5,23.6
19/11/1972-0000,98,883.1,19.4
19/11/1972-1200,85,885,21.6
19/11/1972-1800,62,881.8,26.2
20/11/1972-0000,89,884.4,20
20/11/1972-1200,79,885.5,23.3
20/11/1972-1800,72,882.6,24.4
21/11/1972-0000,91,884.3,20.8
21/11/1972-1200,70,885,24.2
21/11/1972-1800,59,882.4,28
22/11/1972-0000,91,884.3,20.7
22/11/1972-1200,86,886.4,21.4
22/11/1972-1800,92,885.5,21.2
23/11/1972-0000,92,885.8,19.8
23/11/1972-1200,73,887.1,23.4
23/11/1972-1800,90,886.2,20
24/11/1972-0000,92,886.4,20.2
24/11/1972-1200,78,887.6,23
24/11/1972-1800,85,885.4,20.4
25/11/1972-0000,89,886.4,19.7
25/11/1972-1200,79,887.5,22.8
25/11/1972-1800,52,883.6,28
26/11/1972-0000,85,886.2,20.5
26/11/1972-1200,79,886.8,20.4
26/11/1972-1800,55,883.4,25.5
27/11/1972-0000,83,884,20.2
27/11/1972-1200,73,885.5,24.4
27/11/1972-1800,80,884.3,21.8
28/11/1972-0000,94,883.9,19.2
28/11/1972-1200,64,885.6,25
28/11/1972-1800,48,883.8,28
29/11/1972-0000,84,885.2,20.3
29/11/1972-1200,62,887.4,24.6
29/11/1972-1800,47,884.2,28.2
30/11/1972-0000,77,885.9,20.2
30/11/1972-1200,63,887.5,24.6
30/11/1972-1800,43,884.7,28.9
01/12/1972-0000,71,885.4,22.6
01/12/1972-1200,53,888,25.3
01/12/1972-1800,31,886,29.5
02/12/1972-0000,50,886.6,27.5
02/12/1972-1200,48,888.7,25.6
